number of items,linear search,binary search,recursive search,creation time,sort time
749000,1055100,1215,920,16934400,50151300
750000,932640,1245,930,16540800,50378700
751000,1075640,1935,995,16480600,49828700
752000,1043455,1270,940,18758300,50354400
753000,958825,1230,890,16745400,50192900
754000,1075340,1520,985,16959300,49239900
755000,1046445,1280,915,16589900,49109000
756000,1110490,1185,915,16569700,49704300
757000,1055375,1225,935,16619400,50075600
758000,1046390,1195,920,17187500,50221800
759000,981365,1485,920,17424800,53128500
760000,1021640,1325,930,16874700,51438800
761000,1109140,1265,970,18776600,51236100
762000,1112955,1195,915,17199100,50518100
763000,1122810,1310,950,16816200,51228400
764000,1142590,1325,945,16778500,50653000
765000,1085020,1230,940,16788200,50602900
766000,1036895,1230,945,16830600,50159500
767000,1070755,1205,930,16956200,51159800
768000,1075670,1220,900,17460900,51281100
769000,1200365,1245,1020,16866100,50629100
770000,1037600,1255,935,18611300,51708800
771000,1149390,1265,930,16922200,51860500
772000,1068290,1300,1030,17068800,51455700
773000,1133125,1270,1005,16968300,51184300
774000,1042910,1250,965,17334800,52300200
775000,1082005,1095,955,17283800,50703700
776000,1047905,1300,990,17132600,51282100
777000,1117000,1245,950,17090000,51446600
778000,1180655,1295,985,17088200,51776100
779000,1095050,1320,915,18741900,51330000
780000,1123925,1230,940,17161500,51770200
781000,1132240,1290,985,17605300,51955700
782000,1125645,1580,990,17683400,51592500
783000,1297070,1280,1045,17154800,52035700
784000,1046610,1620,955,17409300,51533600
785000,1315850,1490,1155,20978000,71676700
786000,1682835,1675,1160,20382800,64229100
787000,1100175,1250,1010,17491400,52988200
788000,1171180,1300,990,18965200,52060000
789000,1121745,1290,945,17368400,52243000
790000,1103170,1330,995,17475900,51614600
791000,1894210,1930,1425,17941900,57886300
792000,1587925,1830,1130,21632500,61231700
793000,1914410,2300,1530,19651700,66675600
794000,1094300,1255,940,20515800,56934300
795000,1190145,1295,965,17707400,55668400
796000,1105710,1325,960,20091600,51998200
797000,1085055,1485,985,17548900,54064600
798000,1117880,1305,1010,17759800,53740600
799000,1189520,1310,970,17544200,52160200
800000,934245,1225,880,17689200,52604600
801000,1234275,1370,1070,17688000,53574800
802000,1191585,1400,985,17607900,52865400
803000,1255035,1435,955,17906200,54555200
804000,1243270,1380,955,19877200,55756400
805000,1115375,1255,945,20649200,53734900
806000,1124055,1285,985,17771900,53299200
807000,1315930,1370,965,17951800,53678700
808000,1277920,1345,1690,17824100,53028300
809000,1147770,1355,940,18017600,53711800
810000,1040910,1275,930,17788500,53917800
811000,984070,1185,930,17828900,54290100
812000,1030715,1340,915,19870700,54986000
813000,1107885,1245,955,18529200,53765700
814000,1238685,1615,990,17888600,54419500
815000,1244205,1340,990,17933000,54410000
816000,1052805,1220,985,17923500,54784400
817000,1140990,1345,900,18094200,53948600
818000,1193515,1335,905,18111000,55185500
819000,1088020,1530,950,18287800,58266800
820000,1238545,1340,925,20103000,54505400
821000,1066545,1285,965,18272800,54463600
822000,1154030,1340,975,18162500,55937200
823000,1243060,1360,980,18068600,54300500
824000,1272135,1310,945,18273600,54955600
825000,1254955,1340,1110,18522300,54797500
826000,1307955,1305,1000,18558000,55466600
827000,1094145,1260,960,18411900,55707300
828000,1158540,1310,980,20015000,55839000
829000,1064425,1330,1005,18389700,55698500
830000,1127595,1365,1000,18488600,55158500
831000,1233605,1355,985,18560600,55455300
832000,1136395,1305,970,18298900,54356900
833000,1250620,1320,1085,18481100,55987100
834000,1232185,1485,975,18434600,56186700
835000,1298255,1400,1035,19142700,56032700
836000,1566930,1695,1260,24841500,66975200
837000,1324250,1320,940,21778100,62631800
838000,1287965,1325,1110,18415200,56499000
839000,1214020,1355,1005,18513000,55440400
840000,1186655,1375,990,18506600,56542200
841000,1266710,1420,1050,18652000,56027700
842000,1884400,3525,1415,18643300,59324800
843000,1672445,1760,1200,21919600,65130400
844000,1586930,1800,1220,23953400,67667500
845000,1415925,2190,1085,18984800,56374200
846000,1258020,1370,990,18827800,56790200
847000,1285730,1440,975,18640800,56833600
848000,1162705,1375,995,18558700,56626000
849000,1339365,1350,1065,18677500,56731800
850000,1320170,1700,1080,18771200,57161800
851000,1178690,1330,955,18930400,56821300
852000,1159200,1325,920,20739700,61426200
853000,1313490,1500,995,18993900,57952800
854000,1114330,1315,1000,19409000,56880800
855000,1140860,1235,1025,19097400,58073700
856000,1014980,1275,940,18895500,56852500
857000,1201540,1480,1985,18937200,57596200
858000,1182840,1360,1040,19029100,56598700
859000,1325250,1470,1060,18882400,60273100
860000,1178980,1380,1020,20479600,57384500
861000,1243980,1330,1065,19037000,58247700
862000,1280285,1350,1020,19023400,58484200
863000,1099545,1345,950,19187700,57922100
864000,1174960,1395,965,18931700,58595700
865000,1363850,1700,1115,19207800,57705000
866000,1279635,1425,975,19091500,58114400
867000,1276140,1415,1025,19136600,57122200
868000,1345225,1435,1025,20668500,57161700
869000,1242515,1685,1005,19520300,58750600
870000,1287975,1470,1025,19358000,58146400
871000,1271905,1385,1070,19187000,58385500
872000,1346395,1375,1070,19223100,59726200
873000,1278975,1495,1150,19319300,59283800
874000,1157895,1405,1090,19245300,58782900
875000,1322455,1325,1025,19325100,58658500
876000,1320090,1370,1045,20987200,59703600
877000,1250480,1410,1010,19310000,57852900
878000,1245755,1370,1075,19318400,58860900
879000,1413135,1365,1090,19333900,59614700
880000,1405715,1410,1055,19441800,58583700
881000,1414575,1495,1120,19372700,59386500
882000,1479475,1545,1050,19352900,58398800
883000,1478160,1495,1090,21073800,59467500
884000,2068605,3655,1285,24676900,64454600
885000,1491865,1405,1090,20536000,65956200
886000,1337075,1340,1050,19503100,60279400
887000,1321525,1395,965,19488600,60700000
888000,1280130,1420,1075,19539700,59282700
889000,1559295,2100,1105,19706500,60189600
890000,1532790,1620,1145,21607400,73073100
891000,1799240,2085,1345,23560700,73318000
892000,1365395,1415,1115,22478100,67455300
893000,1109185,1380,955,20242800,61151500
894000,1358025,1695,1100,19759000,60192100
895000,1200065,1450,1095,20069000,60412500
896000,1298625,1385,1070,19910100,60178400
897000,1336875,1395,1120,21737400,63830200
898000,1307680,2140,1015,20179800,60854600
899000,1414595,1590,1065,20199600,60279000
900000,1368725,1480,1020,20892100,61607900
901000,1233685,1500,1030,19907900,61160200
902000,1305695,1445,1010,19853900,61581600
903000,1335800,1475,1005,19845100,59538100
904000,1336295,1400,1075,21649200,61895500
905000,1297655,1385,1045,19988900,60600800
906000,1167955,1655,975,20130000,60400200
907000,1413190,1385,1085,20128300,64930200
908000,1393185,1545,1105,19919600,60686500
909000,1308695,1490,1170,20252900,61398600
910000,1305140,1430,1105,20340000,61780000
911000,1301160,1380,1020,21934400,60654000
912000,1343770,1445,970,20110800,61184700
913000,1392445,1425,1075,20160500,61055200
914000,1302995,1690,985,20101200,61429200
915000,1224550,1395,1035,20612200,62340400
916000,1287790,1510,1120,20100000,62485900
917000,1332440,1490,1055,20164300,62783900
918000,1349250,1520,1170,21820800,61635400
919000,1500070,1710,1015,20616500,62566700
920000,1233860,1575,1055,20390100,63410500
921000,1416105,1390,965,20229300,61656500
922000,1196600,1360,1015,20708800,62143200
923000,1306480,1380,1095,20262100,61568900
924000,1355435,2075,1030,20668500,62941300
925000,1452365,1835,1090,22027400,62218900
926000,1383205,1465,1065,20535400,64451600
927000,1210755,1360,970,20535800,61562600
928000,1353100,1490,1025,20607800,62911900
929000,1453575,1500,1140,20613500,73328800
930000,1439880,1595,1105,26647900,72345000
931000,1410345,1550,1075,20832200,63533300
932000,1478980,1420,1055,22569200,62101100
933000,1289100,1435,2035,20545500,62720300
934000,1369460,1410,1070,20525400,63898900
935000,1876525,2045,1310,20785100,74935300
936000,2040465,1960,2420,22729800,76675000
937000,1505720,1540,1120,24330600,72910600
938000,1420650,1545,1105,21112300,63437500
939000,1480135,1540,1125,22411400,64713000
940000,1389225,1625,2280,20843800,64962900
941000,1332880,1480,1000,20751200,62888500
942000,1385220,1490,1025,20664700,62816300
943000,1467245,1435,1075,20741300,63216900
944000,1378465,1410,1060,20694100,64664700
945000,1296200,1490,1050,20980100,65277100
946000,1444200,1450,1055,22648100,68724000
947000,1417155,1460,990,20797400,64643800
948000,1368910,1325,1045,20863400,63770800
949000,1490385,1450,1060,20829300,64282800
950000,1561070,1405,1095,20829900,65337900
951000,1272805,1420,1065,21125800,64040600
952000,1350855,1450,1115,21455700,65237100
953000,1557415,1650,1155,22584800,64246800
954000,1381885,1805,1010,21052000,64337200
955000,1422830,1500,1005,21354100,65384100
956000,1148560,1410,990,20969500,64493200
957000,1521205,1405,1060,21194700,64142200
958000,1470730,1620,1095,23948000,64385700
959000,1494675,1470,1110,21151600,64863900
960000,1633430,1635,1110,23287100,64181100
961000,1563245,1590,1195,21103400,64329700
962000,1568125,1565,1100,21435100,66286100
963000,1562850,1530,1010,21107600,65535600
964000,1610840,1555,1040,21170000,65016400
965000,1270875,1390,1060,21566600,64636000
966000,1402490,1465,1020,21338900,64609500
967000,1601560,1445,1170,22898000,65322600
968000,1324740,1960,1015,21317500,66424900
969000,1230015,1535,1120,21294200,66658500
970000,1559225,1605,1040,21238500,65950900
971000,1380880,1445,1115,22122000,69174300
972000,2070355,1865,1285,21464000,89309600
973000,1409925,1470,1055,26519100,75969100
974000,1565580,1555,1100,23342300,65618300
975000,1529745,1500,1090,21349500,66153900
976000,1509325,1505,1110,21645500,64805400
977000,2251525,1995,1440,21917400,65844700
978000,1826605,2265,1375,26159000,78533800
979000,2016190,2010,2505,25602400,82885600
980000,1951375,1650,1335,26494000,79231400
981000,1572420,1650,1170,27280900,72299100
982000,1655085,1570,1135,22162800,68372300
983000,1616305,1540,1220,22153300,68694300
984000,1616320,2245,1105,22071900,73993200
985000,1664980,1590,1090,22281600,67504100
986000,1469390,1750,1165,22174300,70092600
987000,2204270,2920,2205,22079100,77551700
988000,2136290,2195,1265,30254000,81110300
989000,1925380,1715,1180,24894000,74095500
990000,2241620,1795,2415,24772700,75048700
991000,1654335,1825,1200,25046600,74774900
992000,1761055,2360,1500,24992500,77413100
993000,1716035,1650,1085,24911700,78046500
994000,1464995,1545,1205,22474200,68185500
995000,1553235,1555,1135,24591600,68781700
996000,1542915,1490,1070,22107600,67753700
997000,1586555,1480,1170,21926100,67569300
998000,1603020,1540,1105,21911200,68590100
999000,1631560,1440,1100,21993300,74448300
1000000,1438465,1450,1095,21956300,68070600
